220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 67.5
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 525.0
220929, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 132.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 수실류, 대추, 기타대추, 1, 0, 550.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 250.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 260.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 300.0
220929, 과실류, 자두, 추희, 1, 0, 240.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 433.33334
220929, 과일과채류, 토마토, 토마토, 1, 0, 230.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 90.0
220929, 과실류, 복숭아, 황도, 1, 0, 30.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220929, 과실류, 자두, 추희, 1, 0, 170.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 280.0
220929, 수실류, 대추, 기타대추, 1, 0, 700.0
220929, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 132.0
220929, 엽경채류, 청경채, 청경채, 1, 0, 87.5
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 수실류, 대추, 대추, 1, 0, 500.0
220929, 수실류, 대추, 기타대추, 1, 0, 750.0
220929, 엽경채류, 깻잎, 깻잎, 1, 0, 2340.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 엽경채류, 부추, 일반부추, 1, 0, 20.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 366.66666
220929, 조미채소류, 양파, 양파, 1, 0, 150.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220929, 서류, 감자, 기타감자, 1, 0, 125.0
220929, 과실류, 복숭아, 황도, 1, 0, 150.0
220929, 과실류, 단감, 기타단감, 1, 0, 440.0
220929, 엽경채류, 부추, 일반부추, 1, 0, 20.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 735.0
220929, 과채류, 가지, 가지, 1, 0, 167.5
220929, 과실류, 사과, 요까, 1, 0, 120.0
220929, 양채류, 케일, 쌈케일, 1, 0, 360.0
220929, 과채류, 호박, 애호박, 1, 0, 101.25
220929, 조미채소류, 양파, 양파, 1, 0, 150.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 366.66666
220929, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220929, 과실류, 사과, 홍로, 1, 0, 270.0
220929, 수실류, 대추, 대추, 1, 0, 650.0
220929, 과실류, 단감, 대안, 1, 0, 220.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 700.0
220929, 조미채소류, 대파, 대파, 1, 0, 167.0
220929, 약용작물류, 참당귀, 당귀잎, 1, 0, 1400.0
220929, 수실류, 대추, 대추, 1, 0, 800.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 144.0
220929, 엽경채류, 깻잎, 깻잎, 1, 0, 850.0
220929, 약용작물류, 참당귀, 당귀잎, 1, 0, 1400.0
220929, 조미채소류, 홍고추, 홍고추, 1, 0, 354.54544
220929, 과실류, 자두, 추희, 1, 0, 740.0
220929, 과실류, 단감, 송본, 1, 0, 160.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 380.0
220929, 엽경채류, 상추, 기타상추, 1, 0, 445.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 101.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 260.0
220929, 근채류, 연근, 연근, 1, 0, 105.882355
220929, 엽경채류, 청경채, 청경채, 1, 0, 112.5
220929, 조미채소류, 생강, 구강, 1, 0, 26.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 465.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 850.0
220929, 수실류, 밤, 기타밤, 1, 0, 250.0
220929, 서류, 고구마, 호박고구마, 1, 0, 60.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 243.33333
220929, 수실류, 대추, 기타대추, 1, 0, 550.0
220929, 과일과채류, 참외, 금싸라기, 1, 0, 120.0
220929, 과실류, 단감, 상서, 1, 0, 330.0
220929, 엽경채류, 깻잎, 깻잎순, 1, 0, 533.3333
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 184.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 657.5
220929, 조미채소류, 풋고추, 청양, 1, 0, 350.0
220929, 과실류, 포도, 거봉, 1, 0, 600.0
220929, 과실류, 바나나, 바나나, 0, 0, 223.07692
220929, 과실류, 포도, 거봉, 1, 0, 350.0
220929, 과일과채류, 수박, 수박, 1, 0, 153.84616
220929, 과실류, 단감, 송본, 1, 0, 230.0
220929, 과채류, 오이, 백다다기, 1, 0, 323.33334
220929, 엽경채류, 콩나물, 콩나물, 0, 0, 77.14286
220929, 조미채소류, 풋고추, 청양, 1, 0, 45.37037
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 260.0
220929, 과일과채류, 참외, 금싸라기, 1, 0, 140.0
220929, 과실류, 무화과, 무화과, 1, 0, 291.66666
220929, 버섯류, 양송이, 양송이, 1, 0, 1175.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 300.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 800.0
220929, 조미채소류, 대파, 대파, 1, 0, 172.5
220929, 조미채소류, 생강, 생강, 1, 0, 14.5
220929, 과실류, 포도, 캠벨얼리, 1, 0, 186.66667
220929, 과채류, 호박, 쥬키니호박, 1, 0, 115.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220929, 과실류, 사과, 홍로, 1, 0, 155.0
220929, 과실류, 단감, 기타단감, 1, 0, 230.0
220929, 서류, 고구마, 기타, 1, 0, 69.0
220929, 과실류, 배, 신고, 1, 0, 153.33333
220929, 양채류, 비트(붉은사탕무우), 비트, 1, 0, 60.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 540.0
220929, 과실류, 배, 신고, 1, 0, 100.0
220929, 과실류, 단감, 상서, 1, 0, 140.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 730.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 665.0
220929, 수실류, 떫은감, 약시, 1, 0, 400.0
220929, 과실류, 자두, 추희, 1, 0, 260.0
220929, 과실류, 배, 신고, 1, 0, 126.0
220929, 수실류, 떫은감, 약시, 1, 0, 180.0
220929, 과실류, 감귤, 조생귤, 1, 0, 400.0
220929, 과실류, 감귤, 조생귤, 1, 0, 220.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 256.66666
220929, 과실류, 떫은감, 약시, 1, 0, 320.0
220929, 과실류, 사과, 기타사과, 1, 0, 228.0
220929, 과실류, 단감, 상서, 1, 0, 418.0
220929, 서류, 고구마, 기타, 1, 0, 73.0
220929, 양채류, 피망(단고추), 피망, 1, 0, 240.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220929, 엽경채류, 고들빼기, 고들빼기, 1, 0, 506.66666
220929, 과실류, 감귤, 조생귤, 1, 0, 160.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 340.0
220929, 근채류, 무, 여름무, 1, 0, 138.5
220929, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220929, 과실류, 사과, 시나노스위트, 1, 0, 135.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 385.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 633.3333
220929, 조미채소류, 건고추, 기타건고추, 1, 0, 2360.0
220929, 과실류, 떫은감, 대봉시, 1, 0, 30.0
220929, 과실류, 떫은감, 대봉시, 1, 0, 30.0
220929, 과실류, 감귤, 극조생감귤, 1, 0, 246.0
220929, 과실류, 감귤, 극조생감귤, 1, 0, 300.0
220929, 조미채소류, 풋고추, 오이맛고추, 1, 0, 211.0
220929, 과실류, 단감, 상서, 1, 0, 80.0
220929, 과실류, 단감, 송본, 1, 0, 222.0
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 217.5
220929, 과실류, 떫은감, 연시, 1, 0, 462.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 328.0
220929, 과실류, 포도, 거봉, 1, 0, 400.0
220929, 엽경채류, 배추, 기타배추, 1, 0, 200.0
220929, 과실류, 사과, 히로사끼, 1, 0, 160.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 520.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 580.0
220929, 서류, 고구마, 밤고구마, 1, 0, 90.0
220929, 수실류, 대추, 기타대추, 1, 0, 875.0
220929, 조미채소류, 풋고추, 기타풋고추, 1, 0, 220.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 420.0
220929, 과실류, 포도, 거봉, 1, 0, 350.0
220929, 양채류, 기타, 모듬쌈채, 1, 0, 950.0
220929, 수실류, 밤, 생율, 1, 0, 400.0
220929, 양채류, 기타, 모듬쌈채, 1, 0, 950.0
220929, 과실류, 자두, 추희, 1, 0, 732.0
220929, 양채류, 피망(단고추), 피망, 1, 0, 153.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 735.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 430.0
220929, 과실류, 자두, 추희, 1, 0, 426.0
220929, 조미채소류, 생강, 깐생강, 1, 0, 480.0
220929, 과실류, 단감, 송본, 1, 0, 190.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 150.0
220929, 엽경채류, 청경채, 청경채, 1, 0, 127.5
220929, 수실류, 대추, 대추, 1, 0, 650.0
220929, 과실류, 자두, 추희, 1, 0, 270.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 150.0
220929, 과실류, 떫은감, 약시, 1, 0, 112.0
220929, 엽경채류, 부추, 일반부추, 1, 0, 20.0
220929, 과실류, 사과, 홍로, 1, 0, 150.0
220929, 과실류, 단감, 송본, 1, 0, 220.0
220929, 수실류, 대추, 기타대추, 1, 0, 450.0
220929, 버섯류, 표고버섯, 표고버섯, 1, 0, 597.5
220929, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220929, 과실류, 단감, 상서, 1, 0, 400.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 525.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 800.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 433.33334
220929, 엽경채류, 깻잎, 깻잎, 1, 0, 2100.0
220929, 과실류, 복숭아, 황도, 1, 0, 325.0
220929, 엽경채류, 콩나물, 콩나물, 0, 0, 80.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 730.0
220929, 수실류, 대추, 기타대추, 1, 0, 750.0
220929, 엽경채류, 열무, 열무, 1, 0, 90.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 356.0
220929, 서류, 고구마, 기타, 1, 0, 100.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 186.66667
220929, 과실류, 단감, 상서, 1, 0, 373.0
220929, 양채류, 양상추, 기타양상추, 1, 0, 95.0
220929, 과채류, 가지, 가지, 1, 0, 102.5
220929, 양채류, 양상추, 기타양상추, 1, 0, 136.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 200.0
220929, 과실류, 포도, 거봉, 1, 0, 250.0
220929, 과실류, 배, 신고, 1, 0, 153.33333
220929, 과일과채류, 참외, 기타참외, 1, 0, 300.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 500.0
220929, 과실류, 복숭아, 황도, 1, 0, 350.0
220929, 서류, 감자, 기타감자, 1, 0, 160.0
220929, 조미채소류, 대파, 대파, 1, 0, 161.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 760.0
220929, 과실류, 사과, 홍로, 1, 0, 150.0
220929, 엽경채류, 근대, 근대, 1, 0, 137.5
220929, 과채류, 오이, 백다다기, 1, 0, 280.0
220929, 과일과채류, 참외, 금싸라기, 1, 0, 160.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220929, 과실류, 단감, 상서, 1, 0, 236.0
220929, 서류, 고구마, 밤고구마, 1, 0, 153.0
220929, 엽경채류, 부추, 일반부추, 1, 0, 24.0
220929, 엽경채류, 양배추, 양배추, 1, 0, 77.5
220929, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 675.0
220929, 과실류, 단감, 기타단감, 1, 0, 26.666666
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 416.66666
220929, 과실류, 단감, 송본, 1, 0, 260.0
220929, 과채류, 호박, 애호박, 1, 0, 125.0
220929, 엽경채류, 양배추, 양배추, 1, 0, 70.588234
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 225.0
220929, 과실류, 배, 신고, 1, 0, 140.0
220929, 수실류, 대추, 대추, 1, 0, 550.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220929, 수실류, 밤, 밤, 1, 0, 600.0
220929, 엽경채류, 숙주나물, 숙주나물, 0, 0, 128.57143
220929, 엽경채류, 쑥갓, 쑥갓, 1, 0, 130.0
220929, 과실류, 단감, 송본, 1, 0, 140.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 조미채소류, 쪽파, 쪽파, 1, 0, 300.0
220929, 과실류, 포도, 거봉, 1, 0, 400.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 360.0
220929, 과채류, 가지, 가지, 1, 0, 140.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 260.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 175.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 300.0
220929, 서류, 고구마, 기타, 1, 0, 130.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 175.0
220929, 양채류, 비트(붉은사탕무우), 비트, 1, 0, 65.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 230.0
220929, 과실류, 자두, 추희, 1, 0, 300.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220929, 과실류, 단감, 상서, 1, 0, 280.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 280.0
220929, 산채류, 마, 생장마, 1, 0, 56.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 433.33334
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 266.66666
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 과채류, 호박, 쥬키니호박, 1, 0, 160.0
220929, 수실류, 떫은감, 약시, 1, 0, 220.0
220929, 과실류, 배, 신고, 1, 0, 126.0
220929, 엽경채류, 시금치, 시금치, 1, 0, 150.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 80.0
220929, 과실류, 자두, 추희, 1, 0, 360.0
220929, 과실류, 떫은감, 약시, 1, 0, 220.0
220929, 수실류, 떫은감, 약시, 1, 0, 240.0
220929, 과실류, 감귤, 조생귤, 1, 0, 200.0
220929, 과실류, 사과, 홍옥, 1, 0, 300.0
220929, 과실류, 떫은감, 약시, 1, 0, 400.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 633.3333
220929, 버섯류, 표고버섯, 표고버섯, 1, 0, 690.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 10.2
220929, 과실류, 포도, 기타포도, 1, 0, 505.0
220929, 수실류, 대추, 기타대추, 1, 0, 57.407406
220929, 과실류, 단감, 부유, 1, 0, 530.0
220929, 과실류, 자두, 추희, 1, 0, 420.0
220929, 수실류, 대추, 기타대추, 1, 0, 700.0
220929, 엽경채류, 깻잎, 깻잎순, 1, 0, 312.5
220929, 양채류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 375.0
220929, 과실류, 단감, 송본, 1, 0, 222.0
220929, 과실류, 사과, 요까, 1, 0, 250.0
220929, 서류, 고구마, 기타, 1, 0, 40.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 160.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 200.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 225.0
220929, 과실류, 단감, 송본, 1, 0, 236.0
220929, 과실류, 사과, 기타사과, 1, 0, 330.0
220929, 과실류, 자두, 추희, 1, 0, 404.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 516.0
220929, 조미채소류, 풋고추, 기타풋고추, 1, 0, 340.0
220929, 과실류, 바나나, 바나나, 0, 0, 223.07692
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 410.0
220929, 조미채소류, 겨자, 적겨자, 1, 0, 700.0
220929, 조미채소류, 쪽파, 쪽파, 1, 0, 700.0
220929, 조미채소류, 겨자, 적겨자, 1, 0, 700.0
220929, 엽경채류, 열무, 열무, 1, 0, 85.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 250.0
220929, 과실류, 자두, 추희, 1, 0, 318.0
220929, 엽경채류, 부추, 일반부추, 1, 0, 24.0
220929, 과실류, 바나나, 바나나, 0, 0, 207.6923
220929, 과실류, 감귤, 극조생감귤, 1, 0, 160.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220929, 과실류, 배, 신고, 1, 0, 160.0
220929, 과실류, 바나나, 바나나, 0, 0, 223.07692
220929, 과실류, 포도, 샤인마스캇, 1, 0, 580.0
220929, 과실류, 떫은감, 약시, 1, 0, 140.0
220929, 과실류, 단감, 기타단감, 1, 0, 33.333332
220929, 과실류, 복숭아, 황도, 1, 0, 150.0
220929, 과실류, 바나나, 바나나, 0, 0, 223.07692
220929, 서류, 고구마, 밤고구마, 1, 0, 90.0
220929, 과실류, 사과, 요까, 1, 0, 110.0
220929, 서류, 고구마, 기타, 1, 0, 171.0
220929, 과채류, 가지, 가지, 1, 0, 162.5
220929, 과실류, 자두, 추희, 1, 0, 740.0
220929, 수실류, 대추, 기타대추, 1, 0, 875.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 320.0
220929, 과실류, 사과, 홍로, 1, 0, 165.0
220929, 엽경채류, 부추, 일반부추, 1, 0, 24.0
220929, 과실류, 복숭아, 만생황도, 1, 0, 100.0
220929, 과실류, 사과, 홍로, 1, 0, 270.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 600.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220929, 과실류, 단감, 기타단감, 1, 0, 250.0
220929, 엽경채류, 숙주나물, 숙주나물, 0, 0, 128.57143
220929, 엽경채류, 청경채, 청경채, 1, 0, 125.0
220929, 과실류, 단감, 상서, 1, 0, 251.0
220929, 수실류, 대추, 기타대추, 1, 0, 900.0
220929, 조미채소류, 쪽파, 쪽파, 1, 0, 300.0
220929, 과실류, 사과, 히로사끼, 1, 0, 255.0
220929, 과실류, 단감, 부유, 1, 0, 135.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 101.0
220929, 과채류, 오이, 백다다기, 1, 0, 350.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 236.66667
220929, 엽경채류, 배추, 기타배추, 1, 0, 190.0
220929, 버섯류, 표고버섯, 표고버섯, 1, 0, 665.0
220929, 과실류, 배, 신고, 1, 0, 133.33333
220929, 서류, 고구마, 기타, 1, 0, 67.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 400.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 450.0
220929, 엽경채류, 숙주나물, 숙주나물, 0, 0, 128.57143
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 255.0
220929, 과실류, 포도, 거봉, 1, 0, 475.0
220929, 엽경채류, 숙주나물, 숙주나물, 0, 0, 128.57143
220929, 조미채소류, 대파, 대파, 1, 0, 220.0
220929, 과일과채류, 수박, 수박, 1, 0, 160.66667
220929, 서류, 고구마, 기타, 1, 0, 156.0
220929, 과실류, 배, 신고, 1, 0, 126.666664
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 225.0
220929, 수실류, 떫은감, 약시, 1, 0, 440.0
220929, 엽경채류, 콩나물, 콩나물, 0, 0, 80.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 290.0
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 225.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 과실류, 떫은감, 약시, 1, 0, 240.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 416.66666
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 332.0
220929, 수실류, 대추, 대추, 1, 0, 550.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 260.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 100.0
220929, 엽경채류, 깻잎, 깻잎순, 1, 0, 27.5
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 300.0
220929, 과실류, 감귤, 조생귤, 1, 0, 200.0
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 175.0
220929, 과실류, 단감, 송본, 1, 0, 230.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 552.5
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 310.0
220929, 과실류, 단감, 송본, 1, 0, 260.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 466.66666
220929, 과일과채류, 토마토, 토마토, 1, 0, 230.0
220929, 과실류, 감귤, 조생귤, 1, 0, 200.0
220929, 과일과채류, 참외, 금싸라기, 1, 0, 160.0
220929, 과실류, 무화과, 무화과, 1, 0, 291.66666
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 200.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220929, 과실류, 포도, 거봉, 1, 0, 450.0
220929, 엽경채류, 깻잎, 깻잎, 1, 0, 1650.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 533.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 280.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 500.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 170.0
220929, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 700.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 엽경채류, 양배추, 양배추, 1, 0, 77.64706
220929, 산채류, 도라지, 도라지, 1, 0, 825.0
220929, 과실류, 자두, 추희, 1, 0, 200.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 과일과채류, 참외, 금싸라기, 1, 0, 200.0
220929, 수실류, 대추, 대추, 1, 0, 750.0
220929, 엽경채류, 고구마순, 생고구마순, 1, 0, 212.5
220929, 과실류, 단감, 송본, 1, 0, 200.0
220929, 수실류, 대추, 기타대추, 1, 0, 950.0
220929, 조미채소류, 대파, 대파, 1, 0, 172.5
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 112.5
220929, 과실류, 포도, 샤인마스캇, 1, 0, 575.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 240.0
220929, 서류, 감자, 기타감자, 1, 0, 52.5
220929, 과실류, 포도, 샤인마스캇, 1, 0, 800.0
220929, 엽경채류, 상추, 청상추, 1, 0, 312.5
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 433.33334
220929, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 129.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 580.0
220929, 과실류, 자두, 추희, 1, 0, 500.0
220929, 과실류, 단감, 상서, 1, 0, 330.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220929, 서류, 고구마, 밤고구마, 1, 0, 132.0
220929, 서류, 고구마, 기타, 1, 0, 130.0
220929, 엽경채류, 열무, 열무, 1, 0, 62.5
220929, 과실류, 사과, 홍옥, 1, 0, 220.0
220929, 과실류, 자두, 추희, 1, 0, 484.0
220929, 엽경채류, 열무, 열무, 1, 0, 62.5
220929, 과실류, 자두, 추희, 1, 0, 540.0
220929, 엽경채류, 쌈추, 쌈추, 1, 0, 1200.0
220929, 과채류, 호박, 기타호박, 1, 0, 120.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 140.0
220929, 과실류, 포도, 기타포도, 1, 0, 615.0
220929, 과실류, 자두, 추희, 1, 0, 540.0
220929, 근채류, 무, 여름무, 1, 0, 151.17647
220929, 과실류, 무화과, 무화과, 1, 0, 45.833332
220929, 과실류, 떫은감, 대봉시, 1, 0, 50.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 235.0
220929, 조미채소류, 마늘, 햇마늘 남도, 1, 0, 700.0
220929, 과채류, 호박, 쥬키니호박, 1, 0, 130.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 553.3333
220929, 과실류, 자두, 추희, 1, 0, 464.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 285.0
220929, 과실류, 단감, 상서, 1, 0, 130.0
220929, 과실류, 배, 신고, 1, 0, 173.33333
220929, 과실류, 사과, 홍로, 1, 0, 165.0
220929, 과실류, 포도, 거봉, 1, 0, 475.0
220929, 과실류, 단감, 기타단감, 1, 0, 35.555557
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 625.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 530.0
220929, 엽경채류, 깻잎, 깻잎순, 1, 0, 500.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 365.0
220929, 서류, 고구마, 기타, 1, 0, 140.0
220929, 과실류, 배, 신고, 1, 0, 166.66667
220929, 엽경채류, 양배추, 양배추, 1, 0, 87.5
220929, 서류, 고구마, 기타, 1, 0, 160.0
220929, 과실류, 자두, 추희, 1, 0, 300.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 530.0
220929, 엽경채류, 양배추, 양배추, 1, 0, 87.5
220929, 과실류, 사과, 홍로, 1, 0, 160.0
220929, 과실류, 떫은감, 약시, 1, 0, 220.0
220929, 과실류, 배, 신고, 1, 0, 153.33333
220929, 서류, 감자, 기타감자, 1, 0, 190.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220929, 조미채소류, 마늘, 깐마늘 남도, 1, 0, 930.0
220929, 수실류, 밤, 기타밤, 1, 0, 400.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 200.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 450.0
220929, 조미채소류, 풋고추, 기타풋고추, 1, 0, 340.0
220929, 엽경채류, 얼갈이배추, 알배기, 1, 0, 225.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 405.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 250.0
220929, 엽경채류, 콩나물, 콩나물, 0, 0, 80.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220929, 양채류, 피망(단고추), 피망, 1, 0, 193.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 353.33334
220929, 과실류, 복숭아, 황도, 1, 0, 28.0
220929, 수실류, 대추, 대추, 1, 0, 310.0
220929, 과실류, 무화과, 무화과, 1, 0, 291.66666
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 366.66666
220929, 과실류, 떫은감, 약시, 1, 0, 280.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 860.0
220929, 과실류, 단감, 송본, 1, 0, 300.0
220929, 과실류, 단감, 송본, 1, 0, 260.0
