220928, 과실류, 포도, 거봉, 1, 0, 500.0
220928, 과채류, 오이, 백다다기, 1, 0, 260.0
220928, 과실류, 단감, 기타단감, 1, 0, 450.0
220928, 과채류, 호박, 애호박, 1, 0, 126.25
220928, 산채류, 마, 생장마, 1, 0, 263.0
220928, 과채류, 호박, 애호박, 1, 0, 178.75
220928, 엽경채류, 상추, 청상추, 1, 0, 200.0
220928, 근채류, 무, 기타무, 1, 0, 166.66667
220928, 과일과채류, 토마토, 토마토, 1, 0, 130.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 엽경채류, 시금치, 시금치, 1, 0, 412.5
220928, 과채류, 호박, 풋호박, 1, 0, 132.72728
220928, 과실류, 포도, 캠벨얼리, 1, 0, 466.66666
220928, 서류, 감자, 기타감자, 1, 0, 125.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 87.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 233.33333
220928, 서류, 고구마, 기타, 1, 0, 190.0
220928, 조미채소류, 풋고추, 청초, 1, 0, 112.5
220928, 조미채소류, 대파, 대파, 1, 0, 195.0
220928, 서류, 고구마, 기타, 1, 0, 190.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 300.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1100.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 320.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 290.0
220928, 과실류, 단감, 기타단감, 1, 0, 240.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 273.33334
220928, 엽경채류, 고수, 고수, 1, 0, 1600.0
220928, 과실류, 자두, 기타자두, 1, 0, 432.0
220928, 서류, 고구마, 밤고구마, 1, 0, 100.0
220928, 과실류, 포도, 기타포도, 1, 0, 675.0
220928, 과실류, 자두, 기타자두, 1, 0, 446.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 630.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 290.0
220928, 조미채소류, 대파, 대파, 1, 0, 191.66667
220928, 조미채소류, 양파, 만생양파, 1, 0, 10.0
220928, 근채류, 당근, 흙당근, 1, 0, 620.0
220928, 과실류, 사과, 홍옥, 1, 0, 301.0
220928, 조미채소류, 양파, 만생양파, 1, 0, 25.0
220928, 조미채소류, 대파, 대파, 1, 0, 191.66667
220928, 조미채소류, 대파, 대파, 1, 0, 191.66667
220928, 조미채소류, 양파, 만생양파, 1, 0, 45.0
220928, 과일과채류, 수박, 수박, 1, 0, 100.0
220928, 과채류, 호박, 단호박, 1, 0, 458.4
220928, 수실류, 대추, 기타대추, 1, 0, 600.0
220928, 조미채소류, 양파, 자주양파, 1, 0, 104.0
220928, 과채류, 호박, 단호박, 1, 0, 255.4
220928, 과실류, 단감, 기타단감, 1, 0, 250.0
220928, 서류, 고구마, 기타, 1, 0, 156.0
220928, 과실류, 떫은감, 약시, 1, 0, 260.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 260.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 260.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 275.0
220928, 과실류, 자두, 기타자두, 1, 0, 340.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 406.66666
220928, 과실류, 감귤, 하우스감귤, 1, 0, 366.66666
220928, 과실류, 포도, 캠벨얼리, 1, 0, 240.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 225.0
220928, 과채류, 호박, 기타호박, 1, 0, 159.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 566.6667
220928, 과채류, 가지, 가지, 1, 0, 175.0
220928, 과채류, 호박, 단호박, 1, 0, 250.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 380.0
220928, 과채류, 호박, 애호박, 1, 0, 233.33333
220928, 과채류, 호박, 단호박, 1, 0, 287.5
220928, 조미채소류, 대파, 대파, 1, 0, 166.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 180.0
220928, 과채류, 호박, 단호박, 1, 0, 262.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 366.66666
220928, 과채류, 호박, 단호박, 1, 0, 287.5
220928, 과실류, 단감, 서촌, 1, 0, 150.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220928, 과채류, 호박, 단호박, 1, 0, 262.5
220928, 농림가공, 전분 및 사료제조, 도토리묵, 1, 0, 141.66667
220928, 과실류, 자두, 추희, 1, 0, 360.0
220928, 근채류, 무, 고냉지무, 1, 0, 164.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 685.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 347.5
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 650.0
220928, 과실류, 자두, 추희, 1, 0, 280.0
220928, 근채류, 무, 다발무, 1, 0, 117.14286
220928, 과실류, 떫은감, 반시, 1, 0, 372.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220928, 과채류, 오이, 백다다기, 1, 0, 80.0
220928, 조미채소류, 풋고추, 청초, 1, 0, 30.0
220928, 과실류, 떫은감, 연시, 1, 0, 282.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과일과채류, 메론, 네트계, 1, 0, 187.5
220928, 수실류, 대추, 대추, 1, 0, 1050.0
220928, 과일과채류, 수박, 수박, 1, 0, 115.38461
220928, 엽경채류, 양배추, 양배추, 1, 0, 93.25
220928, 조미채소류, 풋고추, 청양, 1, 0, 529.0
220928, 엽경채류, 상추, 포기찹, 1, 0, 312.5
220928, 조미채소류, 풋고추, 모닝, 1, 0, 273.6842
220928, 엽경채류, 양배추, 양배추, 1, 0, 140.0
220928, 과실류, 단감, 상서, 1, 0, 280.0
220928, 엽경채류, 부추, 일반부추, 1, 0, 323.33334
220928, 수실류, 대추, 기타대추, 1, 0, 550.0
220928, 과실류, 단감, 서촌, 1, 0, 145.0
220928, 엽경채류, 상추, 기타상추, 1, 0, 460.0
220928, 양채류, 파프리카, 노랑파프리카, 1, 0, 816.0
220928, 과실류, 포도, 거봉, 1, 0, 350.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 650.0
220928, 서류, 고구마, 기타, 1, 0, 175.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 305.0
220928, 두류, 콩, 호랑이콩, 1, 0, 625.0
220928, 과채류, 오이, 가시오이, 1, 0, 200.0
220928, 과채류, 호박, 애호박, 1, 0, 250.0
220928, 과채류, 호박, 풋호박, 1, 0, 336.0
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 340.0
220928, 엽경채류, 부추, 일반부추, 1, 0, 160.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 425.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 255.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 366.66666
220928, 과일과채류, 메론, 네트계, 1, 0, 462.5
220928, 엽경채류, 부추, 일반부추, 1, 0, 323.33334
220928, 과일과채류, 토마토, 토마토, 1, 0, 220.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 516.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1100.0
220928, 버섯류, 느타리버섯, 느타리버섯, 1, 0, 300.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 255.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1310.0
220928, 서류, 고구마, 호박고구마, 1, 0, 130.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 900.0
220928, 수실류, 대추, 대추, 1, 0, 550.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220928, 과채류, 호박, 애호박, 1, 0, 87.5
220928, 과실류, 무화과, 무화과, 1, 0, 333.33334
220928, 과채류, 호박, 애호박, 1, 0, 175.0
220928, 과채류, 오이, 백다다기, 1, 0, 360.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 250.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 595.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 109.90991
220928, 과실류, 포도, 네오마스캇, 1, 0, 200.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 360.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 430.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 112.5
220928, 조미채소류, 대파, 대파, 1, 0, 190.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 조미채소류, 풋고추, 아삭이, 1, 0, 160.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과실류, 감귤, 하우스감귤, 1, 0, 480.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 100.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 440.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 532.5
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 260.0
220928, 과실류, 떫은감, 연시, 1, 0, 325.0
220928, 과실류, 자두, 기타자두, 1, 0, 356.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 466.0
220928, 과실류, 단감, 기타단감, 1, 0, 300.0
220928, 과실류, 자두, 기타자두, 1, 0, 350.0
220928, 과채류, 호박, 단호박, 1, 0, 145.0
220928, 엽경채류, 미나리, 미나리, 1, 0, 565.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 270.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 255.0
220928, 과실류, 복숭아, 털복숭아, 1, 0, 422.5
220928, 과실류, 사과, 기타사과, 1, 0, 300.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 373.33334
220928, 과일과채류, 메론, 황색, 1, 0, 250.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 283.33334
220928, 과일과채류, 수박, 수박, 1, 0, 133.33333
220928, 과실류, 사과, 기타사과, 1, 0, 450.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 523.3333
220928, 과채류, 호박, 애호박, 1, 0, 250.0
220928, 과실류, 사과, 기타사과, 1, 0, 450.0
220928, 엽경채류, 미나리, 미나리, 1, 0, 555.0
220928, 양채류, 비트(붉은사탕무우), 비트잎, 1, 0, 123.0
220928, 과실류, 사과, 기타사과, 1, 0, 430.0
220928, 서류, 고구마, 기타, 1, 0, 166.0
220928, 과일과채류, 수박, 수박, 1, 0, 115.38461
220928, 조미채소류, 쪽파, 깐쪽파, 1, 0, 500.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 140.0
220928, 서류, 고구마, 밤고구마, 1, 0, 77.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 390.0
220928, 과실류, 사과, 홍장군, 1, 0, 160.0
220928, 서류, 고구마, 기타, 1, 0, 200.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 525.0
220928, 과실류, 단감, 서촌, 1, 0, 230.0
220928, 과실류, 무화과, 무화과, 1, 0, 333.33334
220928, 과실류, 감귤, 하우스감귤, 1, 0, 366.66666
220928, 엽경채류, 양배추, 양배추, 1, 0, 136.0
220928, 서류, 고구마, 밤고구마, 1, 0, 106.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220928, 과채류, 호박, 단호박, 1, 0, 157.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 466.66666
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 133.33333
220928, 과실류, 레몬, 레몬, 1, 0, 305.88235
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 375.0
220928, 과실류, 포도, 기타포도, 1, 0, 375.0
220928, 수실류, 떫은감, 약시, 1, 0, 240.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 433.33334
220928, 엽경채류, 양배추, 양배추, 1, 0, 70.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 525.0
220928, 서류, 고구마, 호박고구마, 1, 0, 180.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 120.0
220928, 양채류, 비트(붉은사탕무우), 비트, 1, 0, 189.0
220928, 과실류, 포도, 기타포도, 1, 0, 100.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 67.77778
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 340.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 500.0
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 340.0
220928, 과채류, 호박, 애호박, 1, 0, 300.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과채류, 호박, 풋호박, 1, 0, 320.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 366.66666
220928, 근채류, 무, 다발무, 1, 0, 130.0
220928, 엽경채류, 상추, 기타상추, 1, 0, 305.0
220928, 과실류, 떫은감, 연시, 1, 0, 140.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 187.5
220928, 조미채소류, 풋고추, 청양, 1, 0, 370.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 300.0
220928, 과실류, 무화과, 무화과, 1, 0, 333.33334
220928, 과채류, 호박, 애호박, 1, 0, 153.75
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 341.5
220928, 특용작물류, 땅콩, 기타땅콩, 1, 0, 520.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 633.3333
220928, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 675.0
220928, 과일과채류, 메론, 네트계, 1, 0, 275.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 295.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 650.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 665.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 285.0
220928, 서류, 고구마, 기타, 1, 0, 157.0
220928, 서류, 고구마, 밤고구마, 1, 0, 88.0
220928, 서류, 감자, 기타감자, 1, 0, 150.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 1022.5
220928, 엽경채류, 배추, 쌈배추, 1, 0, 225.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 220.0
220928, 수실류, 대추, 대추, 1, 0, 650.0
220928, 과채류, 오이, 백다다기, 1, 0, 430.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 505.0
220928, 과실류, 단감, 송본, 1, 0, 150.0
220928, 엽경채류, 배추, 고냉지배추, 1, 0, 117.0
220928, 과채류, 호박, 풋호박, 1, 0, 200.0
220928, 과채류, 호박, 애호박, 1, 0, 162.5
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 500.0
220928, 엽경채류, 부추, 일반부추, 1, 0, 266.66666
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 엽경채류, 시금치, 시금치, 1, 0, 387.5
220928, 두류, 콩, 호랑이콩, 1, 0, 582.5
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 350.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 100.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 825.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 630.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 383.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 515.0
220928, 과채류, 호박, 애호박, 1, 0, 212.5
220928, 두류, 콩, 콩, 1, 0, 550.0
220928, 조미채소류, 풋고추, 기타풋고추, 1, 0, 215.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 200.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 400.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 107.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 505.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 233.33333
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 833.3333
220928, 과실류, 포도, 캠벨얼리, 1, 0, 270.0
220928, 과실류, 자두, 기타자두, 1, 0, 382.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과일과채류, 메론, 네트계, 1, 0, 262.5
220928, 과실류, 자두, 기타자두, 1, 0, 538.0
220928, 엽경채류, 상추, 청상추, 1, 0, 825.0
220928, 과실류, 자두, 기타자두, 1, 0, 140.0
220928, 수실류, 대추, 기타대추, 1, 0, 750.0
220928, 과실류, 자두, 기타자두, 1, 0, 320.0
220928, 과일과채류, 메론, 황색, 1, 0, 225.0
220928, 과실류, 자두, 기타자두, 1, 0, 266.0
220928, 엽경채류, 상추, 청상추, 1, 0, 825.0
220928, 과실류, 감귤, 극조생감귤, 1, 0, 192.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 523.3333
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 500.0
220928, 과실류, 사과, 홍로, 1, 0, 190.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 425.0
220928, 과실류, 단감, 송본, 1, 0, 520.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 233.33333
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 590.0
220928, 과실류, 사과, 양광, 1, 0, 430.0
220928, 과실류, 떫은감, 연시, 1, 0, 387.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 306.66666
220928, 과일과채류, 수박, 수박, 1, 0, 128.57143
220928, 조미채소류, 양파, 자주양파, 1, 0, 93.333336
220928, 수실류, 대추, 기타대추, 1, 0, 900.0
220928, 과실류, 단감, 기타단감, 1, 0, 256.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 350.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 525.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 440.0
220928, 과실류, 자두, 추희, 1, 0, 480.0
220928, 수실류, 대추, 기타대추, 1, 0, 700.0
220928, 과실류, 떫은감, 연시, 1, 0, 160.0
220928, 조미채소류, 대파, 깐대파, 1, 0, 120.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 양채류, 치커리, 치커리, 1, 0, 250.0
220928, 과일과채류, 메론, 네트계, 1, 0, 383.75
220928, 과실류, 사과, 시나노스위트, 1, 0, 236.0
220928, 서류, 고구마, 밤고구마, 1, 0, 72.0
220928, 과실류, 떫은감, 반시, 1, 0, 410.0
220928, 과실류, 단감, 서촌, 1, 0, 280.0
220928, 과채류, 호박, 애호박, 1, 0, 153.75
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 470.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 67.77778
220928, 수실류, 떫은감, 약시, 1, 0, 280.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 과실류, 떫은감, 반시, 1, 0, 300.0
220928, 과실류, 떫은감, 연시, 1, 0, 206.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 300.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1430.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 260.0
220928, 과실류, 단감, 상서, 1, 0, 340.0
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 500.0
220928, 수실류, 대추, 대추, 1, 0, 750.0
220928, 서류, 고구마, 호박고구마, 1, 0, 180.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 과실류, 무화과, 무화과, 1, 0, 333.33334
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 233.33333
220928, 엽경채류, 상추, 포기찹, 1, 0, 195.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 833.3333
220928, 과실류, 포도, 캠벨얼리, 1, 0, 516.6667
220928, 과실류, 단감, 송본, 1, 0, 150.0
220928, 산채류, 마, 생장마, 1, 0, 180.0
220928, 과일과채류, 메론, 네트계, 1, 0, 275.0
220928, 조미채소류, 풋고추, 애기초, 1, 0, 275.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 270.0
220928, 과실류, 포도, 기타포도, 1, 0, 475.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 333.33334
220928, 과채류, 호박, 애호박, 1, 0, 197.5
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 473.0
220928, 엽경채류, 열무, 열무, 1, 0, 104.7619
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 590.0
220928, 과일과채류, 메론, 네트계, 1, 0, 150.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 42.5
220928, 엽경채류, 부추, 일반부추, 1, 0, 360.0
220928, 조미채소류, 쪽파, 기타쪽파, 1, 0, 260.0
220928, 과실류, 단감, 송본, 1, 0, 200.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 580.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 버섯류, 새송이, 새송이, 1, 0, 475.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 640.0
220928, 조미채소류, 대파, 대파, 1, 0, 210.0
220928, 엽경채류, 쑥갓, 쑥갓, 1, 0, 275.0
220928, 과일과채류, 메론, 네트계, 1, 0, 312.5
220928, 과채류, 가지, 가지, 1, 0, 225.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 100.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 460.0
220928, 과채류, 오이, 가시오이, 1, 0, 272.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 100.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과채류, 호박, 애호박, 1, 0, 75.0
220928, 과채류, 호박, 단호박, 0, 0, 171.0
220928, 과채류, 호박, 애호박, 1, 0, 266.25
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 500.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 296.66666
220928, 서류, 감자, 기타감자, 1, 0, 160.0
220928, 조미채소류, 풋고추, 기타풋고추, 1, 0, 112.5
220928, 엽경채류, 상추, 청상추, 1, 0, 275.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 400.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 416.0
220928, 과채류, 호박, 풋호박, 1, 0, 200.0
220928, 조미채소류, 건고추, 기타건고추, 1, 0, 1200.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 330.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 850.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 410.0
220928, 수실류, 밤, 기타밤, 1, 0, 120.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 1090.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 444.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 500.0
220928, 엽경채류, 부추, 일반부추, 1, 0, 294.66666
220928, 과일과채류, 토마토, 토마토, 1, 0, 225.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 319.64285
220928, 과실류, 감귤, 하우스감귤, 1, 0, 160.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 433.33334
220928, 엽경채류, 미나리, 미나리, 1, 0, 550.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 366.66666
220928, 과일과채류, 메론, 네트계, 1, 0, 471.42856
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 166.0
220928, 서류, 고구마, 기타, 1, 0, 129.0
220928, 과일과채류, 메론, 황색, 1, 0, 187.5
220928, 엽경채류, 배추, 쌈배추, 1, 0, 252.5
220928, 엽경채류, 상추, 청상추, 1, 0, 705.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 390.0
220928, 과실류, 사과, 양광, 1, 0, 450.0
220928, 과실류, 떫은감, 반시, 1, 0, 410.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 252.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 양채류, 치커리, 치커리, 1, 0, 250.0
220928, 과실류, 단감, 서촌, 1, 0, 280.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 250.0
220928, 엽경채류, 상추, 청상추, 1, 0, 705.0
220928, 양채류, 피망(단고추), 피망, 1, 0, 220.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 126.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 430.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 516.6667
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 455.0
220928, 과실류, 단감, 기타단감, 1, 0, 250.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 460.0
220928, 과실류, 단감, 서촌, 1, 0, 220.0
220928, 과실류, 자두, 추희, 1, 0, 492.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 405.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 652.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 350.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 250.0
220928, 과실류, 떫은감, 연시, 1, 0, 185.71428
220928, 과실류, 단감, 기타단감, 1, 0, 280.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 320.0
220928, 과실류, 단감, 기타단감, 1, 0, 165.0
220928, 엽경채류, 상추, 청상추, 1, 0, 200.0
220928, 엽경채류, 열무, 열무, 1, 0, 90.0
220928, 과채류, 호박, 애호박, 1, 0, 196.25
220928, 과실류, 포도, 샤인마스캇, 1, 0, 685.0
220928, 과실류, 레몬, 레몬, 1, 0, 267.64706
220928, 서류, 고구마, 기타, 1, 0, 192.0
220928, 과실류, 단감, 송본, 1, 0, 160.0
220928, 과일과채류, 수박, 수박, 1, 0, 93.75
220928, 서류, 고구마, 호박고구마, 1, 0, 150.0
220928, 과실류, 단감, 기타단감, 1, 0, 350.0
220928, 과일과채류, 수박, 수박, 1, 0, 100.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 90.0
220928, 수실류, 대추, 기타대추, 1, 0, 950.0
220928, 농림가공, 전분 및 사료제조, 기타, 1, 0, 133.33333
220928, 과실류, 단감, 상서, 1, 0, 380.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 570.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 296.66666
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 212.5
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 383.33334
220928, 과일과채류, 메론, 네트계, 1, 0, 275.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 100.0
220928, 엽경채류, 무순, 무순, 1, 0, 80.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1250.0
220928, 서류, 감자, 기타감자, 1, 0, 105.0
220928, 엽경채류, 무순, 무순, 1, 0, 80.0
220928, 엽경채류, 미나리, 기타미나리, 1, 0, 450.0
220928, 근채류, 당근, 당근, 1, 0, 172.5
220928, 조미채소류, 대파, 대파, 1, 0, 180.0
220928, 엽경채류, 무순, 무순, 1, 0, 160.0
