220928, 과실류, 사과, 시나노레드, 1, 0, 175.0
220928, 엽경채류, 상추, 적상추, 1, 0, 350.0
220928, 엽경채류, 상추, 적상추, 1, 0, 440.0
220928, 양채류, 치커리, 치커리, 1, 0, 130.0
220928, 수실류, 대추, 기타대추, 1, 0, 750.0
220928, 엽경채류, 상추, 청상추, 1, 0, 590.0
220928, 조미채소류, 대파, 깐대파, 1, 0, 133.0
220928, 과실류, 포도, 거봉, 1, 0, 425.0
220928, 서류, 감자, 기타감자, 1, 0, 182.5
220928, 과실류, 사과, 기타사과, 1, 0, 152.0
220928, 과일과채류, 메론, 네트계, 1, 0, 282.5
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 300.0
220928, 조미채소류, 대파, 대파, 1, 0, 100.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 225.0
220928, 과실류, 사과, 아오리, 1, 0, 230.0
220928, 버섯류, 새송이, 새송이, 1, 0, 310.0
220928, 과실류, 단감, 조추, 1, 0, 333.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220928, 과실류, 떫은감, 약시, 1, 0, 366.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 500.0
220928, 과실류, 단감, 부유, 1, 0, 420.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 260.0
220928, 과실류, 사과, 애기사과, 1, 0, 213.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 400.0
220928, 근채류, 토란, 토란, 1, 0, 260.0
220928, 과실류, 사과, 홍로, 1, 0, 300.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 340.0
220928, 과실류, 떫은감, 대봉시, 1, 0, 225.0
220928, 과채류, 호박, 애호박, 1, 0, 256.25
220928, 근채류, 알타리무, 초롱무, 1, 0, 146.66667
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 700.0
220928, 과채류, 호박, 애호박, 1, 0, 262.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 303.33334
220928, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220928, 과일과채류, 수박, 수박, 1, 0, 100.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 200.0
220928, 과실류, 떫은감, 반시, 1, 0, 120.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 과채류, 호박, 애호박, 1, 0, 201.25
220928, 과채류, 호박, 애호박, 1, 0, 275.0
220928, 과실류, 자두, 추희, 1, 0, 600.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 725.0
220928, 과실류, 복숭아, 황도, 1, 0, 350.0
220928, 과실류, 파인애플, 파인애플, 0, 0, 258.33334
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 533.3333
220928, 과실류, 오렌지, 네블, 1, 0, 353.33334
220928, 수실류, 대추, 기타대추, 1, 0, 900.0
220928, 양채류, 파프리카, 오렌지파프리카, 1, 0, 480.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 수실류, 대추, 기타대추, 1, 0, 1200.0
220928, 과채류, 오이, 취청, 1, 0, 420.0
220928, 과실류, 포도, 거봉, 1, 0, 550.0
220928, 과실류, 단감, 차랑, 1, 0, 170.0
220928, 과실류, 단감, 서촌, 1, 0, 150.0
220928, 과실류, 떫은감, 약시, 1, 0, 400.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 80.0
220928, 과실류, 복숭아, 장호원황도, 1, 0, 267.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 675.0
220928, 과실류, 사과, 홍로, 1, 0, 260.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 102.0
220928, 양채류, 파프리카, 파프리카, 1, 0, 760.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 수실류, 대추, 대추, 1, 0, 700.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 400.0
220928, 조미채소류, 풋고추, 애기초, 1, 0, 775.0
220928, 서류, 고구마, 기타, 1, 0, 152.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 150.0
220928, 과일과채류, 메론, 네트계, 1, 0, 300.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 166.66667
220928, 과실류, 떫은감, 반시, 1, 0, 160.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 300.0
220928, 과실류, 자두, 추희, 1, 0, 520.0
220928, 과실류, 자두, 추희, 1, 0, 220.0
220928, 근채류, 무, 고냉지무, 1, 0, 136.0
220928, 과실류, 파인애플, 파인애플, 0, 0, 258.33334
220928, 과실류, 떫은감, 반시, 1, 0, 180.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 1380.0
220928, 과실류, 단감, 송본, 1, 0, 110.0
220928, 서류, 고구마, 밤고구마, 1, 0, 80.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220928, 서류, 감자, 기타감자, 1, 0, 175.0
220928, 수실류, 떫은감, 약시, 1, 0, 260.0
220928, 과실류, 포도, 기타포도, 1, 0, 650.0
220928, 과채류, 호박, 쥬키니호박, 1, 0, 118.181816
220928, 과실류, 단감, 기타단감, 1, 0, 180.0
220928, 양채류, 피망(단고추), 청피망, 1, 0, 230.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 420.0
220928, 과실류, 단감, 기타단감, 1, 0, 120.0
220928, 과채류, 오이, 가시오이, 1, 0, 189.0
220928, 수실류, 대추, 기타대추, 1, 0, 450.0
220928, 조미채소류, 풋고추, 롱그린, 1, 0, 550.0
220928, 과실류, 단감, 부유, 1, 0, 80.0
220928, 수실류, 대추, 대추, 1, 0, 650.0
220928, 조미채소류, 쪽파, 기타쪽파, 1, 0, 546.1539
220928, 수실류, 대추, 생대추, 1, 0, 1000.0
220928, 조미채소류, 건고추, 청양건고추, 1, 0, 2450.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 266.66666
220928, 수실류, 밤, 기타밤, 1, 0, 10.0
220928, 서류, 감자, 수미, 1, 0, 201.0
220928, 과실류, 배, 신고, 1, 0, 200.0
220928, 과실류, 자두, 추희, 1, 0, 240.0
220928, 버섯류, 새송이, 새송이, 1, 0, 460.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 150.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 355.0
220928, 과일과채류, 메론, 네트계, 1, 0, 375.0
220928, 과채류, 오이, 가시오이, 1, 0, 163.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 466.66666
220928, 조미채소류, 대파, 대파, 1, 0, 187.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 276.66666
220928, 과일과채류, 토마토, 토마토, 1, 0, 420.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 485.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 412.5
220928, 엽경채류, 부추, 일반부추, 1, 0, 260.0
220928, 수실류, 떫은감, 약시, 1, 0, 360.0
220928, 수실류, 떫은감, 약시, 1, 0, 400.0
220928, 수실류, 떫은감, 약시, 1, 0, 480.0
220928, 과실류, 사과, 시나노레드, 1, 0, 180.0
220928, 과실류, 사과, 홍로, 1, 0, 135.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 160.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 240.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 240.0
220928, 과실류, 사과, 홍로, 1, 0, 160.0
220928, 조미채소류, 생강, 생강, 1, 0, 129.0
220928, 양채류, 적채, 적채, 1, 0, 735.0
220928, 과실류, 사과, 기타사과, 1, 0, 200.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 200.0
220928, 과실류, 사과, 기타사과, 1, 0, 220.0
220928, 과실류, 단감, 차랑, 1, 0, 360.0
220928, 과실류, 사과, 홍로, 1, 0, 127.5
220928, 과실류, 참다래(키위), 키위, 0, 0, 701.7544
220928, 과실류, 사과, 홍로, 1, 0, 150.0
220928, 과실류, 단감, 상서, 1, 0, 300.0
220928, 과실류, 사과, 기타사과, 1, 0, 270.5
220928, 과실류, 감귤, 하우스감귤, 1, 0, 443.33334
220928, 과실류, 사과, 홍로, 1, 0, 116.5
220928, 과실류, 배, 화산, 1, 0, 110.0
220928, 과실류, 사과, 홍로, 1, 0, 144.5
220928, 과실류, 감귤, 하우스감귤, 1, 0, 500.0
220928, 과실류, 사과, 기타사과, 1, 0, 349.5
220928, 과실류, 자두, 추희, 1, 0, 184.0
220928, 과실류, 사과, 홍로, 1, 0, 150.0
220928, 수실류, 떫은감, 반시, 1, 0, 280.0
220928, 과실류, 사과, 기타사과, 1, 0, 372.0
220928, 수실류, 떫은감, 약시, 1, 0, 240.0
220928, 과실류, 떫은감, 약시, 1, 0, 237.5
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 132.0
220928, 서류, 고구마, 기타, 1, 0, 150.0
220928, 수실류, 떫은감, 반시, 1, 0, 200.0
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 엽경채류, 상추, 청상추, 1, 0, 590.0
220928, 버섯류, 표고버섯, 기타표고버섯, 1, 0, 300.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 622.2222
220928, 과실류, 단감, 조추, 1, 0, 380.0
220928, 과실류, 단감, 기타단감, 1, 0, 280.0
220928, 과실류, 무화과, 무화과, 1, 0, 350.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 440.0
220928, 과실류, 자두, 추희, 1, 0, 100.0
220928, 버섯류, 표고버섯, 기타표고버섯, 1, 0, 360.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 200.0
220928, 과실류, 단감, 조추, 1, 0, 360.0
220928, 과채류, 오이, 가시오이, 1, 0, 204.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 300.0
220928, 과실류, 참다래(키위), 키위, 0, 0, 2500.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 수실류, 대추, 기타대추, 1, 0, 650.0
220928, 과일과채류, 메론, 네트계, 1, 0, 331.25
220928, 과실류, 단감, 기타단감, 1, 0, 120.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 단감, 부유, 1, 0, 80.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 200.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 433.33334
220928, 조미채소류, 홍고추, 홍고추, 1, 0, 441.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 근채류, 토란, 토란, 1, 0, 260.0
220928, 과실류, 무화과, 무화과, 1, 0, 650.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 100.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 근채류, 토란, 토란, 1, 0, 260.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 100.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 떫은감, 연시, 1, 0, 340.0
220928, 서류, 고구마, 기타, 1, 0, 152.0
220928, 과실류, 떫은감, 반시, 1, 0, 160.0
220928, 엽경채류, 배추, 여름배추, 1, 0, 125.0
220928, 조미채소류, 대파, 깐대파, 1, 0, 85.0
220928, 과실류, 포도, 기타포도, 1, 0, 575.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 사과, 홍로, 1, 0, 270.0
220928, 엽경채류, 배추, 여름배추, 1, 0, 125.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 800.0
220928, 과채류, 호박, 애호박, 1, 0, 162.5
220928, 엽경채류, 쌈추, 쌈추, 1, 0, 422.0
220928, 과실류, 사과, 홍로, 1, 0, 160.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 사과, 기타사과, 1, 0, 185.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 300.0
220928, 엽경채류, 상추, 청상추, 1, 0, 475.0
220928, 서류, 감자, 기타감자, 1, 0, 70.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 343.33334
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 엽경채류, 상추, 포기찹, 1, 0, 410.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 533.3333
220928, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220928, 과실류, 파인애플, 파인애플, 0, 0, 258.33334
220928, 과실류, 복숭아, 장호원황도, 1, 0, 282.5
220928, 과실류, 사과, 홍로, 1, 0, 270.0
220928, 과실류, 사과, 아오리, 1, 0, 250.0
220928, 과실류, 포도, 기타포도, 1, 0, 525.0
220928, 과실류, 포도, 거봉, 1, 0, 650.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 525.0
220928, 과채류, 가지, 가지, 1, 0, 140.0
220928, 과일과채류, 메론, 네트계, 1, 0, 462.5
220928, 과실류, 떫은감, 약시, 1, 0, 460.0
220928, 과실류, 오렌지, 네블, 1, 0, 353.33334
220928, 산채류, 취나물, 기타취나물, 1, 0, 422.0
220928, 서류, 고구마, 기타, 1, 0, 57.0
220928, 과실류, 단감, 기타단감, 1, 0, 155.0
220928, 엽경채류, 상추, 적상추, 1, 0, 125.0
220928, 과실류, 단감, 송본, 1, 0, 520.0
220928, 과실류, 복숭아, 황도, 1, 0, 375.0
220928, 과실류, 배, 신고, 1, 0, 180.0
220928, 과실류, 단감, 송본, 1, 0, 160.0
220928, 엽경채류, 배추, 기타배추, 1, 0, 146.66667
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 527.5
220928, 과실류, 떫은감, 반시, 1, 0, 246.0
220928, 서류, 감자, 수미, 1, 0, 72.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 575.0
220928, 과실류, 무화과, 무화과, 1, 0, 450.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 316.66666
220928, 산채류, 도라지, 생도라지재배산, 1, 0, 689.0
220928, 서류, 고구마, 기타, 1, 0, 120.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 791.3
220928, 버섯류, 새송이, 새송이, 1, 0, 266.66666
220928, 수실류, 대추, 대추, 1, 0, 800.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 376.66666
220928, 과실류, 포도, 기타포도, 1, 0, 700.0
220928, 버섯류, 팽이버섯, 기타팽이버섯, 1, 0, 166.0
220928, 수실류, 대추, 대추, 1, 0, 700.0
220928, 과실류, 사과, 홍로, 1, 0, 250.0
220928, 엽경채류, 부추, 기타부추, 1, 0, 316.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220928, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 110.0
220928, 조미채소류, 대파, 대파, 1, 0, 221.0
220928, 과실류, 사과, 홍로, 1, 0, 200.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 285.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 100.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 233.33333
220928, 과채류, 가지, 가지, 1, 0, 175.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 455.0
220928, 엽경채류, 배추, 여름배추, 1, 0, 222.91667
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 266.66666
220928, 과채류, 가지, 가지, 1, 0, 248.0
220928, 버섯류, 새송이, 새송이, 1, 0, 460.0
220928, 양채류, 파프리카, 노랑파프리카, 1, 0, 400.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 187.5
220928, 조미채소류, 대파, 대파, 1, 0, 183.5
220928, 근채류, 알타리무, 초롱무, 1, 0, 143.33333
220928, 과실류, 단감, 송본, 1, 0, 220.0
220928, 산채류, 취나물, 취나물, 1, 0, 850.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 128.0
220928, 과실류, 복숭아, 황도, 1, 0, 200.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 187.5
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 360.0
220928, 과실류, 배, 신고, 1, 0, 213.33333
220928, 과실류, 사과, 시나노레드, 1, 0, 180.0
220928, 과실류, 배, 신고, 1, 0, 190.0
220928, 과실류, 사과, 홍로, 1, 0, 180.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 210.0
220928, 과실류, 사과, 홍로, 1, 0, 180.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220928, 과실류, 단감, 차랑, 1, 0, 300.0
220928, 과실류, 단감, 차랑, 1, 0, 300.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 200.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 566.6667
220928, 과실류, 포도, 캠벨얼리, 1, 0, 340.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 266.66666
220928, 수실류, 떫은감, 약시, 1, 0, 240.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 266.66666
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과실류, 떫은감, 반시, 1, 0, 380.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 240.0
220928, 조미채소류, 양파, 기타양파, 1, 0, 126.666664
220928, 과실류, 포도, 캠벨얼리, 1, 0, 433.33334
220928, 과실류, 사과, 홍로, 1, 0, 250.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과실류, 떫은감, 약시, 1, 0, 180.0
220928, 과실류, 사과, 홍로, 1, 0, 250.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 260.0
220928, 과실류, 배, 신고, 1, 0, 156.66667
220928, 과실류, 감귤, 하우스감귤, 1, 0, 566.6667
220928, 과실류, 떫은감, 약시, 1, 0, 240.0
220928, 과실류, 무화과, 무화과, 1, 0, 416.66666
220928, 과실류, 사과, 시나노스위트, 1, 0, 265.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 376.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 725.0
220928, 조미채소류, 홍고추, 홍고추, 1, 0, 561.0
220928, 과일과채류, 메론, 기타메론, 1, 0, 400.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 478.0
220928, 과실류, 떫은감, 연시, 1, 0, 225.0
220928, 수실류, 대추, 기타대추, 1, 0, 360.0
220928, 과실류, 떫은감, 약시, 1, 0, 237.5
220928, 조미채소류, 쪽파, 깐쪽파, 1, 0, 800.0
220928, 과실류, 무화과, 무화과, 1, 0, 650.0
220928, 과실류, 단감, 상서, 1, 0, 317.0
220928, 과실류, 석류, 석류, 1, 0, 250.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 440.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 336.66666
220928, 과실류, 배, 신고, 1, 0, 86.666664
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 333.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 280.0
220928, 산채류, 취나물, 취나물, 1, 0, 585.0
220928, 엽경채류, 토란대, 기타토란대, 1, 0, 150.0
220928, 과일과채류, 참외, 기타참외, 1, 0, 200.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 200.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 520.0
220928, 과실류, 감귤, 황금향, 1, 0, 600.0
220928, 과실류, 참다래(키위), 키위, 0, 0, 2500.0
220928, 과실류, 단감, 기타단감, 1, 0, 280.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 엽경채류, 상추, 꽃적상추, 1, 0, 350.0
220928, 과실류, 단감, 부유, 1, 0, 100.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 사과, 홍로, 1, 0, 150.0
220928, 과일과채류, 메론, 네트계, 1, 0, 293.75
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 사과, 시나노레드, 1, 0, 180.0
220928, 과실류, 떫은감, 반시, 1, 0, 242.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 조미채소류, 생강, 원강, 1, 0, 520.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 187.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 383.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 400.0
220928, 과실류, 사과, 홍옥, 1, 0, 169.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 120.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 조미채소류, 대파, 대파, 1, 0, 55.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 과실류, 단감, 차랑, 1, 0, 330.0
220928, 과채류, 가지, 가지, 1, 0, 287.5
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 자두, 추희, 1, 0, 120.0
220928, 조미채소류, 대파, 대파, 1, 0, 125.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 800.0
220928, 양채류, 피망(단고추), 청피망, 1, 0, 280.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 서류, 감자, 기타감자, 1, 0, 210.0
220928, 산채류, 참나물, 참나물, 1, 0, 425.0
220928, 조미채소류, 풋고추, 청초, 1, 0, 350.0
220928, 과실류, 단감, 차랑, 1, 0, 330.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 400.0
220928, 과실류, 떫은감, 반시, 1, 0, 160.0
220928, 과실류, 용과, 용과, 0, 0, 460.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 180.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 400.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 230.0
220928, 과실류, 파인애플, 파인애플, 0, 0, 258.33334
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 600.0
220928, 과실류, 단감, 차랑, 1, 0, 230.0
220928, 과실류, 사과, 홍로, 1, 0, 150.0
220928, 양채류, 파프리카, 노랑파프리카, 1, 0, 460.0
220928, 과실류, 사과, 홍옥, 1, 0, 130.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220928, 과실류, 사과, 홍장군, 1, 0, 250.0
220928, 과채류, 가지, 가지, 1, 0, 162.5
220928, 과일과채류, 참외, 금싸라기, 1, 0, 130.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 1600.0
220928, 특용작물류, 땅콩, 피땅콩, 1, 0, 65.0
220928, 과일과채류, 수박, 수박, 1, 0, 109.09091
220928, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 110.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 100.0
220928, 과실류, 복숭아, 장호원황도, 1, 0, 255.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 175.0
220928, 과실류, 오렌지, 네블, 1, 0, 353.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 조미채소류, 대파, 깐대파, 1, 0, 113.0
220928, 수실류, 대추, 건대추, 1, 0, 150.0
220928, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 41600.0
220928, 근채류, 무, 고냉지무, 1, 0, 135.0
220928, 과실류, 사과, 홍로, 1, 0, 110.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 500.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 233.33333
220928, 양채류, 비트(붉은사탕무우), 비트, 1, 0, 120.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 450.0
220928, 수실류, 대추, 기타대추, 1, 0, 700.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 43600.0
220928, 엽경채류, 상추, 적상추, 1, 0, 150.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 250.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 433.33334
220928, 과실류, 포도, 캠벨얼리, 1, 0, 304.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 540.0
220928, 과실류, 무화과, 무화과, 1, 0, 500.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 193.75
220928, 과실류, 포도, 샤인마스캇, 1, 0, 375.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 450.0
220928, 엽경채류, 열무, 열무, 1, 0, 65.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 320.0
220928, 과채류, 호박, 애호박, 1, 0, 187.5
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1871.4286
220928, 수실류, 밤, 기타밤, 1, 0, 160.0
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 700.0
220928, 서류, 감자, 기타감자, 1, 0, 43.0
220928, 양채류, 피망(단고추), 청피망, 1, 0, 207.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 187.5
220928, 수실류, 대추, 대추, 1, 0, 550.0
220928, 과일과채류, 수박, 수박, 1, 0, 105.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 420.0
220928, 과실류, 단감, 송본, 1, 0, 290.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 1000.0
220928, 산채류, 취나물, 취나물, 1, 0, 850.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 533.3333
220928, 과실류, 포도, 캠벨얼리, 1, 0, 286.66666
220928, 과실류, 사과, 홍로, 1, 0, 160.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 460.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 266.66666
220928, 수실류, 대추, 기타대추, 1, 0, 1150.0
220928, 과채류, 가지, 가지, 1, 0, 110.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 460.0
220928, 과채류, 호박, 애호박, 1, 0, 100.0
220928, 과실류, 자두, 추희, 1, 0, 140.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 과실류, 무화과, 무화과, 1, 0, 500.0
220928, 과일과채류, 토마토, 찰토마토, 1, 0, 110.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 425.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과실류, 복숭아, 황도, 1, 0, 200.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과실류, 자두, 추희, 1, 0, 280.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 600.0
220928, 엽경채류, 상추, 적상추, 1, 0, 450.0
220928, 수실류, 대추, 대추, 1, 0, 950.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 540.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 240.0
220928, 엽경채류, 상추, 꽃적상추, 1, 0, 112.5
220928, 과실류, 포도, 거봉, 1, 0, 500.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 433.33334
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 260.0
220928, 과실류, 사과, 홍로, 1, 0, 185.0
220928, 과실류, 사과, 요까, 1, 0, 80.5
220928, 과실류, 사과, 요까, 1, 0, 138.5
220928, 과실류, 떫은감, 약시, 1, 0, 240.0
